what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1493315526505
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1493315529423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315531139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315564400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315565180
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315616568
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1493315618425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315621748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315632544
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1493315647114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315647645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1493315647676
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315665197
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1493315669317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315672422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315673935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315686493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315690237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315691984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315692936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315695276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315702530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315705355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1493315745246
